Participant;Block;Trial;Lens;Magnification;ID;PointingTime
1;4;0;FL;6;6.0035549;2297
1;4;0;FL;6;6.0035549;1485
1;4;0;FL;6;6.0035549;2000
1;4;0;FL;6;6.0035549;1843
1;4;0;FL;6;6.0035549;1813
1;4;0;FL;6;6.0035549;1922
1;4;0;FL;6;6.0035549;1547
1;4;0;FL;6;6.0035549;1515
1;4;0;FL;6;6.0035549;2407
1;4;0;FL;6;6.0035549;2187
1;4;0;FL;6;6.0035549;2063
1;4;0;FL;6;6.0035549;1562
1;4;0;FL;6;6.0035549;1891
1;4;0;FL;6;6.0035549;2078
1;4;0;FL;6;6.0035549;1922
1;4;0;FL;6;6.0035549;2218
1;4;0;FL;6;6.0035549;1594
1;4;0;FL;6;6.0035549;1875
1;4;0;FL;6;6.0035549;2125
1;4;0;FL;6;6.0035549;1735
1;4;0;FL;6;6.0035549;1718
1;4;0;FL;6;6.0035549;1750
1;4;0;FL;6;6.0035549;1516
1;4;0;FL;6;6.0035549;1828
1;4;1;FL;10;7.06967353;2156
1;4;1;FL;10;7.06967353;2500
1;4;1;FL;10;7.06967353;3000
1;4;1;FL;10;7.06967353;1672
1;4;1;FL;10;7.06967353;3015
1;4;1;FL;10;7.06967353;2985
1;4;1;FL;10;7.06967353;3140
1;4;1;FL;10;7.06967353;2594
1;4;1;FL;10;7.06967353;2953
1;4;1;FL;10;7.06967353;2141
1;4;1;FL;10;7.06967353;2344
1;4;1;FL;10;7.06967353;2984
1;4;1;FL;10;7.06967353;2844
1;4;1;FL;10;7.06967353;3406
1;4;1;FL;10;7.06967353;2609
1;4;1;FL;10;7.06967353;2000
1;4;1;FL;10;7.06967353;2172
1;4;1;FL;10;7.06967353;2610
1;4;1;FL;10;7.06967353;2531
1;4;1;FL;10;7.06967353;2937
1;4;1;FL;10;7.06967353;2204
1;4;1;FL;10;7.06967353;2500
1;4;1;FL;10;7.06967353;2078
1;4;1;FL;10;7.06967353;2484
1;4;2;FL;4;5.28892099;1204
1;4;2;FL;4;5.28892099;1625
1;4;2;FL;4;5.28892099;1750
1;4;2;FL;4;5.28892099;1296
1;4;2;FL;4;5.28892099;1532
1;4;2;FL;4;5.28892099;1515
1;4;2;FL;4;5.28892099;1250
1;4;2;FL;4;5.28892099;1610
1;4;2;FL;4;5.28892099;1187
1;4;2;FL;4;5.28892099;2063
1;4;2;FL;4;5.28892099;1422
1;4;2;FL;4;5.28892099;1359
1;4;2;FL;4;5.28892099;1484
1;4;2;FL;4;5.28892099;1657
1;4;2;FL;4;5.28892099;1437
1;4;2;FL;4;5.28892099;1688
1;4;2;FL;4;5.28892099;1421
1;4;2;FL;4;5.28892099;1454
1;4;2;FL;4;5.28892099;2187
1;4;2;FL;4;5.28892099;2188
1;4;2;FL;4;5.28892099;1562
1;4;2;FL;4;5.28892099;1734
1;4;2;FL;4;5.28892099;1657
1;4;2;FL;4;5.28892099;1093
1;4;3;FL;14;7.99743612;3625
1;4;3;FL;14;7.99743612;3188
1;4;3;FL;14;7.99743612;2437
1;4;3;FL;14;7.99743612;3188
1;4;3;FL;14;7.99743612;3218
1;4;3;FL;14;7.99743612;2985
1;4;3;FL;14;7.99743612;3609
1;4;3;FL;14;7.99743612;5797
1;4;3;FL;14;7.99743612;4266
1;4;3;FL;14;7.99743612;4281
1;4;3;FL;14;7.99743612;3187
1;4;3;FL;14;7.99743612;4547
1;4;3;FL;14;7.99743612;3735
1;4;3;FL;14;7.99743612;3125
1;4;3;FL;14;7.99743612;4281
1;4;3;FL;14;7.99743612;5922
1;4;3;FL;14;7.99743612;4281
1;4;3;FL;14;7.99743612;3844
1;4;3;FL;14;7.99743612;4062
1;4;3;FL;14;7.99743612;2141
1;4;3;FL;14;7.99743612;4141
1;4;3;FL;14;7.99743612;3078
1;4;3;FL;14;7.99743612;2843
1;4;3;FL;14;7.99743612;3157
1;4;4;FL;2;4.2009519;1047
1;4;4;FL;2;4.2009519;1032
1;4;4;FL;2;4.2009519;1171
1;4;4;FL;2;4.2009519;1375
1;4;4;FL;2;4.2009519;1438
1;4;4;FL;2;4.2009519;1281
1;4;4;FL;2;4.2009519;1281
1;4;4;FL;2;4.2009519;1500
1;4;4;FL;2;4.2009519;1329
1;4;4;FL;2;4.2009519;1187
1;4;4;FL;2;4.2009519;1609
1;4;4;FL;2;4.2009519;1329
1;4;4;FL;2;4.2009519;1156
1;4;4;FL;2;4.2009519;1359
1;4;4;FL;2;4.2009519;1203
1;4;4;FL;2;4.2009519;1360
1;4;4;FL;2;4.2009519;1281
1;4;4;FL;2;4.2009519;1453
1;4;4;FL;2;4.2009519;1219
1;4;4;FL;2;4.2009519;1312
1;4;4;FL;2;4.2009519;969
1;4;4;FL;2;4.2009519;1141
1;4;4;FL;2;4.2009519;1547
1;4;4;FL;2;4.2009519;1437
1;4;5;FL;14;7.99743612;5156
1;4;5;FL;14;7.99743612;4297
1;4;5;FL;14;7.99743612;3735
1;4;5;FL;14;7.99743612;3937
1;4;5;FL;14;7.99743612;3375
1;4;5;FL;14;7.99743612;3906
1;4;5;FL;14;7.99743612;3782
1;4;5;FL;14;7.99743612;4281
1;4;5;FL;14;7.99743612;3578
1;4;5;FL;14;7.99743612;4359
1;4;5;FL;14;7.99743612;2672
1;4;5;FL;14;7.99743612;5500
1;4;5;FL;14;7.99743612;3563
1;4;5;FL;14;7.99743612;4578
1;4;5;FL;14;7.99743612;3500
1;4;5;FL;14;7.99743612;3953
1;4;5;FL;14;7.99743612;3219
1;4;5;FL;14;7.99743612;2922
1;4;5;FL;14;7.99743612;4218
1;4;5;FL;14;7.99743612;3172
1;4;5;FL;14;7.99743612;3875
1;4;5;FL;14;7.99743612;2891
1;4;5;FL;14;7.99743612;3937
1;4;5;FL;14;7.99743612;3188
1;4;6;FL;2;4.2009519;1125
1;4;6;FL;2;4.2009519;1281
1;4;6;FL;2;4.2009519;1344
1;4;6;FL;2;4.2009519;1156
1;4;6;FL;2;4.2009519;1063
1;4;6;FL;2;4.2009519;1250
1;4;6;FL;2;4.2009519;1375
1;4;6;FL;2;4.2009519;1172
1;4;6;FL;2;4.2009519;1140
1;4;6;FL;2;4.2009519;1110
1;4;6;FL;2;4.2009519;1187
1;4;6;FL;2;4.2009519;1281
1;4;6;FL;2;4.2009519;1172
1;4;6;FL;2;4.2009519;1203
1;4;6;FL;2;4.2009519;1063
1;4;6;FL;2;4.2009519;1234
1;4;6;FL;2;4.2009519;1282
1;4;6;FL;2;4.2009519;1109
1;4;6;FL;2;4.2009519;1125
1;4;6;FL;2;4.2009519;1203
1;4;6;FL;2;4.2009519;984
1;4;6;FL;2;4.2009519;1079
1;4;6;FL;2;4.2009519;1093
1;4;6;FL;2;4.2009519;1172
1;4;7;FL;6;6.0035549;1984
1;4;7;FL;6;6.0035549;2328
1;4;7;FL;6;6.0035549;1609
1;4;7;FL;6;6.0035549;1625
1;4;7;FL;6;6.0035549;1579
1;4;7;FL;6;6.0035549;1984
1;4;7;FL;6;6.0035549;1703
1;4;7;FL;6;6.0035549;1969
1;4;7;FL;6;6.0035549;2297
1;4;7;FL;6;6.0035549;1937
1;4;7;FL;6;6.0035549;2391
1;4;7;FL;6;6.0035549;1859
1;4;7;FL;6;6.0035549;2094
1;4;7;FL;6;6.0035549;1922
1;4;7;FL;6;6.0035549;1906
1;4;7;FL;6;6.0035549;2625
1;4;7;FL;6;6.0035549;2281
1;4;7;FL;6;6.0035549;2328
1;4;7;FL;6;6.0035549;1704
1;4;7;FL;6;6.0035549;1890
1;4;7;FL;6;6.0035549;2125
1;4;7;FL;6;6.0035549;2469
1;4;7;FL;6;6.0035549;1859
1;4;7;FL;6;6.0035549;2594
1;4;8;FL;10;7.06967353;2531
1;4;8;FL;10;7.06967353;2469
1;4;8;FL;10;7.06967353;2516
1;4;8;FL;10;7.06967353;2906
1;4;8;FL;10;7.06967353;3266
1;4;8;FL;10;7.06967353;2312
1;4;8;FL;10;7.06967353;2922
1;4;8;FL;10;7.06967353;1891
1;4;8;FL;10;7.06967353;3359
1;4;8;FL;10;7.06967353;2156
1;4;8;FL;10;7.06967353;2469
1;4;8;FL;10;7.06967353;3141
1;4;8;FL;10;7.06967353;2515
1;4;8;FL;10;7.06967353;5328
1;4;8;FL;10;7.06967353;4110
1;4;8;FL;10;7.06967353;2844
1;4;8;FL;10;7.06967353;2343
1;4;8;FL;10;7.06967353;2625
1;4;8;FL;10;7.06967353;2125
1;4;8;FL;10;7.06967353;1907
1;4;8;FL;10;7.06967353;2625
1;4;8;FL;10;7.06967353;2546
1;4;8;FL;10;7.06967353;2297
1;4;8;FL;10;7.06967353;1844
1;4;9;FL;4;5.28892099;1562
1;4;9;FL;4;5.28892099;1782
1;4;9;FL;4;5.28892099;1593
1;4;9;FL;4;5.28892099;1485
1;4;9;FL;4;5.28892099;1250
1;4;9;FL;4;5.28892099;1312
1;4;9;FL;4;5.28892099;1532
1;4;9;FL;4;5.28892099;2062
1;4;9;FL;4;5.28892099;1891
1;4;9;FL;4;5.28892099;2297
1;4;9;FL;4;5.28892099;1609
1;4;9;FL;4;5.28892099;1812
1;4;9;FL;4;5.28892099;1547
1;4;9;FL;4;5.28892099;1485
1;4;9;FL;4;5.28892099;1656
1;4;9;FL;4;5.28892099;1547
1;4;9;FL;4;5.28892099;1344
1;4;9;FL;4;5.28892099;1593
1;4;9;FL;4;5.28892099;1360
1;4;9;FL;4;5.28892099;1453
1;4;9;FL;4;5.28892099;1312
1;4;9;FL;4;5.28892099;1953
1;4;9;FL;4;5.28892099;1469
1;4;9;FL;4;5.28892099;1485
1;1;0;SCB;6;6.0035549;2422
1;1;0;SCB;6;6.0035549;1484
1;1;0;SCB;6;6.0035549;1844
1;1;0;SCB;6;6.0035549;1734
1;1;0;SCB;6;6.0035549;1938
1;1;0;SCB;6;6.0035549;1844
1;1;0;SCB;6;6.0035549;1765
1;1;0;SCB;6;6.0035549;1532
1;1;0;SCB;6;6.0035549;1796
1;1;0;SCB;6;6.0035549;1516
1;1;0;SCB;6;6.0035549;1578
1;1;0;SCB;6;6.0035549;1485
1;1;0;SCB;6;6.0035549;1546
1;1;0;SCB;6;6.0035549;1922
1;1;0;SCB;6;6.0035549;1657
1;1;0;SCB;6;6.0035549;1531
1;1;0;SCB;6;6.0035549;1547
1;1;0;SCB;6;6.0035549;1718
1;1;0;SCB;6;6.0035549;1500
1;1;0;SCB;6;6.0035549;1750
1;1;0;SCB;6;6.0035549;1594
1;1;0;SCB;6;6.0035549;1781
1;1;0;SCB;6;6.0035549;1704
1;1;0;SCB;6;6.0035549;1609
1;1;1;SCB;10;7.06967353;1907
1;1;1;SCB;10;7.06967353;2140
1;1;1;SCB;10;7.06967353;2547
1;1;1;SCB;10;7.06967353;1578
1;1;1;SCB;10;7.06967353;1891
1;1;1;SCB;10;7.06967353;1734
1;1;1;SCB;10;7.06967353;1797
1;1;1;SCB;10;7.06967353;2594
1;1;1;SCB;10;7.06967353;1797
1;1;1;SCB;10;7.06967353;2031
1;1;1;SCB;10;7.06967353;2000
1;1;1;SCB;10;7.06967353;2188
1;1;1;SCB;10;7.06967353;1906
1;1;1;SCB;10;7.06967353;2000
1;1;1;SCB;10;7.06967353;2109
1;1;1;SCB;10;7.06967353;1875
1;1;1;SCB;10;7.06967353;1938
1;1;1;SCB;10;7.06967353;2500
1;1;1;SCB;10;7.06967353;2140
1;1;1;SCB;10;7.06967353;1750
1;1;1;SCB;10;7.06967353;2172
1;1;1;SCB;10;7.06967353;1547
1;1;1;SCB;10;7.06967353;1750
1;1;1;SCB;10;7.06967353;2078
1;1;2;SCB;4;5.28892099;1281
1;1;2;SCB;4;5.28892099;1422
1;1;2;SCB;4;5.28892099;1187
1;1;2;SCB;4;5.28892099;1422
1;1;2;SCB;4;5.28892099;1156
1;1;2;SCB;4;5.28892099;1297
1;1;2;SCB;4;5.28892099;1172
1;1;2;SCB;4;5.28892099;3828
1;1;2;SCB;4;5.28892099;1266
1;1;2;SCB;4;5.28892099;1094
1;1;2;SCB;4;5.28892099;1140
1;1;2;SCB;4;5.28892099;1391
1;1;2;SCB;4;5.28892099;1359
1;1;2;SCB;4;5.28892099;1313
1;1;2;SCB;4;5.28892099;1156
1;1;2;SCB;4;5.28892099;1266
1;1;2;SCB;4;5.28892099;1156
1;1;2;SCB;4;5.28892099;1203
1;1;2;SCB;4;5.28892099;1078
1;1;2;SCB;4;5.28892099;1453
1;1;2;SCB;4;5.28892099;1203
1;1;2;SCB;4;5.28892099;2922
1;1;2;SCB;4;5.28892099;1297
1;1;2;SCB;4;5.28892099;1281
1;1;3;SCB;14;7.99743612;2359
1;1;3;SCB;14;7.99743612;2782
1;1;3;SCB;14;7.99743612;2547
1;1;3;SCB;14;7.99743612;2406
1;1;3;SCB;14;7.99743612;2125
1;1;3;SCB;14;7.99743612;1844
1;1;3;SCB;14;7.99743612;2453
1;1;3;SCB;14;7.99743612;2140
1;1;3;SCB;14;7.99743612;2235
1;1;3;SCB;14;7.99743612;1953
1;1;3;SCB;14;7.99743612;2344
1;1;3;SCB;14;7.99743612;2359
1;1;3;SCB;14;7.99743612;1953
1;1;3;SCB;14;7.99743612;2484
1;1;3;SCB;14;7.99743612;2735
1;1;3;SCB;14;7.99743612;2015
1;1;3;SCB;14;7.99743612;2032
1;1;3;SCB;14;7.99743612;2031
1;1;3;SCB;14;7.99743612;2547
1;1;3;SCB;14;7.99743612;2015
1;1;3;SCB;14;7.99743612;2032
1;1;3;SCB;14;7.99743612;2125
1;1;3;SCB;14;7.99743612;2672
1;1;3;SCB;14;7.99743612;2140
1;1;4;SCB;2;4.2009519;1094
1;1;4;SCB;2;4.2009519;2890
1;1;4;SCB;2;4.2009519;1454
1;1;4;SCB;2;4.2009519;1531
1;1;4;SCB;2;4.2009519;1375
1;1;4;SCB;2;4.2009519;1172
1;1;4;SCB;2;4.2009519;1312
1;1;4;SCB;2;4.2009519;1391
1;1;4;SCB;2;4.2009519;1219
1;1;4;SCB;2;4.2009519;1390
1;1;4;SCB;2;4.2009519;1516
1;1;4;SCB;2;4.2009519;1359
1;1;4;SCB;2;4.2009519;1188
1;1;4;SCB;2;4.2009519;1406
1;1;4;SCB;2;4.2009519;1156
1;1;4;SCB;2;4.2009519;1250
1;1;4;SCB;2;4.2009519;1172
1;1;4;SCB;2;4.2009519;1188
1;1;4;SCB;2;4.2009519;1281
1;1;4;SCB;2;4.2009519;1125
1;1;4;SCB;2;4.2009519;1234
1;1;4;SCB;2;4.2009519;1156
1;1;4;SCB;2;4.2009519;1375
1;1;4;SCB;2;4.2009519;1110
1;1;5;SCB;14;7.99743612;1781
1;1;5;SCB;14;7.99743612;2281
1;1;5;SCB;14;7.99743612;2969
1;1;5;SCB;14;7.99743612;2203
1;1;5;SCB;14;7.99743612;2094
1;1;5;SCB;14;7.99743612;2594
1;1;5;SCB;14;7.99743612;2515
1;1;5;SCB;14;7.99743612;2235
1;1;5;SCB;14;7.99743612;1828
1;1;5;SCB;14;7.99743612;2516
1;1;5;SCB;14;7.99743612;1828
1;1;5;SCB;14;7.99743612;2172
1;1;5;SCB;14;7.99743612;1765
1;1;5;SCB;14;7.99743612;2422
1;1;5;SCB;14;7.99743612;2484
1;1;5;SCB;14;7.99743612;2250
1;1;5;SCB;14;7.99743612;2000
1;1;5;SCB;14;7.99743612;2063
1;1;5;SCB;14;7.99743612;2516
1;1;5;SCB;14;7.99743612;3890
1;1;5;SCB;14;7.99743612;3344
1;1;5;SCB;14;7.99743612;4453
1;1;5;SCB;14;7.99743612;2328
1;1;5;SCB;14;7.99743612;2235
1;1;6;SCB;2;4.2009519;1297
1;1;6;SCB;2;4.2009519;1515
1;1;6;SCB;2;4.2009519;1297
1;1;6;SCB;2;4.2009519;1094
1;1;6;SCB;2;4.2009519;1266
1;1;6;SCB;2;4.2009519;1359
1;1;6;SCB;2;4.2009519;1234
1;1;6;SCB;2;4.2009519;1188
1;1;6;SCB;2;4.2009519;1312
1;1;6;SCB;2;4.2009519;1219
1;1;6;SCB;2;4.2009519;1250
1;1;6;SCB;2;4.2009519;1500
1;1;6;SCB;2;4.2009519;1125
1;1;6;SCB;2;4.2009519;1531
1;1;6;SCB;2;4.2009519;1266
1;1;6;SCB;2;4.2009519;1547
1;1;6;SCB;2;4.2009519;1312
1;1;6;SCB;2;4.2009519;1266
1;1;6;SCB;2;4.2009519;1281
1;1;6;SCB;2;4.2009519;1297
1;1;6;SCB;2;4.2009519;1110
1;1;6;SCB;2;4.2009519;1187
1;1;6;SCB;2;4.2009519;1219
1;1;6;SCB;2;4.2009519;922
1;1;7;SCB;6;6.0035549;1703
1;1;7;SCB;6;6.0035549;1844
1;1;7;SCB;6;6.0035549;1422
1;1;7;SCB;6;6.0035549;1812
1;1;7;SCB;6;6.0035549;1609
1;1;7;SCB;6;6.0035549;1813
1;1;7;SCB;6;6.0035549;1625
1;1;7;SCB;6;6.0035549;1656
1;1;7;SCB;6;6.0035549;1656
1;1;7;SCB;6;6.0035549;1516
1;1;7;SCB;6;6.0035549;1625
1;1;7;SCB;6;6.0035549;1672
1;1;7;SCB;6;6.0035549;1500
1;1;7;SCB;6;6.0035549;1531
1;1;7;SCB;6;6.0035549;1438
1;1;7;SCB;6;6.0035549;1468
1;1;7;SCB;6;6.0035549;1360
1;1;7;SCB;6;6.0035549;1297
1;1;7;SCB;6;6.0035549;1547
1;1;7;SCB;6;6.0035549;1640
1;1;7;SCB;6;6.0035549;1297
1;1;7;SCB;6;6.0035549;1109
1;1;7;SCB;6;6.0035549;1594
1;1;7;SCB;6;6.0035549;1578
1;1;8;SCB;10;7.06967353;2469
1;1;8;SCB;10;7.06967353;1656
1;1;8;SCB;10;7.06967353;1484
1;1;8;SCB;10;7.06967353;2016
1;1;8;SCB;10;7.06967353;1531
1;1;8;SCB;10;7.06967353;1797
1;1;8;SCB;10;7.06967353;1547
1;1;8;SCB;10;7.06967353;1766
1;1;8;SCB;10;7.06967353;1859
1;1;8;SCB;10;7.06967353;1219
1;1;8;SCB;10;7.06967353;2000
1;1;8;SCB;10;7.06967353;1765
1;1;8;SCB;10;7.06967353;1782
1;1;8;SCB;10;7.06967353;2453
1;1;8;SCB;10;7.06967353;1765
1;1;8;SCB;10;7.06967353;1985
1;1;8;SCB;10;7.06967353;2219
1;1;8;SCB;10;7.06967353;2156
1;1;8;SCB;10;7.06967353;1875
1;1;8;SCB;10;7.06967353;1922
1;1;8;SCB;10;7.06967353;1515
1;1;8;SCB;10;7.06967353;1500
1;1;8;SCB;10;7.06967353;1641
1;1;8;SCB;10;7.06967353;1625
1;1;9;SCB;4;5.28892099;1328
1;1;9;SCB;4;5.28892099;1594
1;1;9;SCB;4;5.28892099;1203
1;1;9;SCB;4;5.28892099;1235
1;1;9;SCB;4;5.28892099;1265
1;1;9;SCB;4;5.28892099;1844
1;1;9;SCB;4;5.28892099;1516
1;1;9;SCB;4;5.28892099;1812
1;1;9;SCB;4;5.28892099;1375
1;1;9;SCB;4;5.28892099;1438
1;1;9;SCB;4;5.28892099;1468
1;1;9;SCB;4;5.28892099;1438
1;1;9;SCB;4;5.28892099;1500
1;1;9;SCB;4;5.28892099;1469
1;1;9;SCB;4;5.28892099;1734
1;1;9;SCB;4;5.28892099;1672
1;1;9;SCB;4;5.28892099;1187
1;1;9;SCB;4;5.28892099;1375
1;1;9;SCB;4;5.28892099;1235
1;1;9;SCB;4;5.28892099;1234
1;1;9;SCB;4;5.28892099;1266
1;1;9;SCB;4;5.28892099;1172
1;1;9;SCB;4;5.28892099;1265
1;1;9;SCB;4;5.28892099;1375
1;3;0;ML;6;6.0035549;1922
1;3;0;ML;6;6.0035549;2422
1;3;0;ML;6;6.0035549;2218
1;3;0;ML;6;6.0035549;2125
1;3;0;ML;6;6.0035549;2094
1;3;0;ML;6;6.0035549;1922
1;3;0;ML;6;6.0035549;2000
1;3;0;ML;6;6.0035549;2219
1;3;0;ML;6;6.0035549;2328
1;3;0;ML;6;6.0035549;2000
1;3;0;ML;6;6.0035549;2328
1;3;0;ML;6;6.0035549;2625
1;3;0;ML;6;6.0035549;2719
1;3;0;ML;6;6.0035549;1937
1;3;0;ML;6;6.0035549;2157
1;3;0;ML;6;6.0035549;2046
1;3;0;ML;6;6.0035549;1922
1;3;0;ML;6;6.0035549;4485
1;3;0;ML;6;6.0035549;1781
1;3;0;ML;6;6.0035549;2016
1;3;0;ML;6;6.0035549;1984
1;3;0;ML;6;6.0035549;1859
1;3;0;ML;6;6.0035549;1860
1;3;0;ML;6;6.0035549;3328
1;3;1;ML;10;7.06967353;3797
1;3;1;ML;10;7.06967353;4562
1;3;1;ML;10;7.06967353;4953
1;3;1;ML;10;7.06967353;4188
1;3;1;ML;10;7.06967353;4687
1;3;1;ML;10;7.06967353;4110
1;3;1;ML;10;7.06967353;4765
1;3;1;ML;10;7.06967353;4156
1;3;1;ML;10;7.06967353;4375
1;3;1;ML;10;7.06967353;3688
1;3;1;ML;10;7.06967353;4359
1;3;1;ML;10;7.06967353;3610
1;3;1;ML;10;7.06967353;4015
1;3;1;ML;10;7.06967353;4032
1;3;1;ML;10;7.06967353;3921
1;3;1;ML;10;7.06967353;3688
1;3;1;ML;10;7.06967353;3922
1;3;1;ML;10;7.06967353;3922
1;3;1;ML;10;7.06967353;3281
1;3;1;ML;10;7.06967353;6312
1;3;1;ML;10;7.06967353;3579
1;3;1;ML;10;7.06967353;3484
1;3;1;ML;10;7.06967353;3672
1;3;1;ML;10;7.06967353;8281
1;3;2;ML;4;5.28892099;1672
1;3;2;ML;4;5.28892099;1547
1;3;2;ML;4;5.28892099;1484
1;3;2;ML;4;5.28892099;1625
1;3;2;ML;4;5.28892099;1578
1;3;2;ML;4;5.28892099;1750
1;3;2;ML;4;5.28892099;1563
1;3;2;ML;4;5.28892099;2000
1;3;2;ML;4;5.28892099;1687
1;3;2;ML;4;5.28892099;1610
1;3;2;ML;4;5.28892099;1594
1;3;2;ML;4;5.28892099;1906
1;3;2;ML;4;5.28892099;1625
1;3;2;ML;4;5.28892099;1859
1;3;2;ML;4;5.28892099;1547
1;3;2;ML;4;5.28892099;1609
1;3;2;ML;4;5.28892099;1422
1;3;2;ML;4;5.28892099;1672
1;3;2;ML;4;5.28892099;1375
1;3;2;ML;4;5.28892099;1860
1;3;2;ML;4;5.28892099;1609
1;3;2;ML;4;5.28892099;1672
1;3;2;ML;4;5.28892099;1406
1;3;2;ML;4;5.28892099;1719
1;3;3;ML;14;7.99743612;5625
1;3;3;ML;14;7.99743612;6609
1;3;3;ML;14;7.99743612;5359
1;3;3;ML;14;7.99743612;7219
1;3;3;ML;14;7.99743612;5438
1;3;3;ML;14;7.99743612;6125
1;3;3;ML;14;7.99743612;5593
1;3;3;ML;14;7.99743612;6172
1;3;3;ML;14;7.99743612;6110
1;3;3;ML;14;7.99743612;5750
1;3;3;ML;14;7.99743612;5922
1;3;3;ML;14;7.99743612;5265
1;3;3;ML;14;7.99743612;5219
1;3;3;ML;14;7.99743612;5547
1;3;3;ML;14;7.99743612;8469
1;3;3;ML;14;7.99743612;6218
1;3;3;ML;14;7.99743612;5422
1;3;3;ML;14;7.99743612;5110
1;3;3;ML;14;7.99743612;5046
1;3;3;ML;14;7.99743612;7250
1;3;3;ML;14;7.99743612;5579
1;3;3;ML;14;7.99743612;5187
1;3;3;ML;14;7.99743612;5063
1;3;3;ML;14;7.99743612;6375
1;3;4;ML;2;4.2009519;938
1;3;4;ML;2;4.2009519;1000
1;3;4;ML;2;4.2009519;937
1;3;4;ML;2;4.2009519;1125
1;3;4;ML;2;4.2009519;1000
1;3;4;ML;2;4.2009519;1344
1;3;4;ML;2;4.2009519;891
1;3;4;ML;2;4.2009519;1281
1;3;4;ML;2;4.2009519;1047
1;3;4;ML;2;4.2009519;984
1;3;4;ML;2;4.2009519;922
1;3;4;ML;2;4.2009519;1156
1;3;4;ML;2;4.2009519;922
1;3;4;ML;2;4.2009519;1172
1;3;4;ML;2;4.2009519;969
1;3;4;ML;2;4.2009519;1015
1;3;4;ML;2;4.2009519;922
1;3;4;ML;2;4.2009519;938
1;3;4;ML;2;4.2009519;953
1;3;4;ML;2;4.2009519;1187
1;3;4;ML;2;4.2009519;922
1;3;4;ML;2;4.2009519;891
1;3;4;ML;2;4.2009519;969
1;3;4;ML;2;4.2009519;843
1;3;5;ML;14;7.99743612;5063
1;3;5;ML;14;7.99743612;11875
1;3;5;ML;14;7.99743612;5625
1;3;5;ML;14;7.99743612;6484
1;3;5;ML;14;7.99743612;5766
1;3;5;ML;14;7.99743612;9328
1;3;5;ML;14;7.99743612;6516
1;3;5;ML;14;7.99743612;6500
1;3;5;ML;14;7.99743612;7031
1;3;5;ML;14;7.99743612;5515
1;3;5;ML;14;7.99743612;6219
1;3;5;ML;14;7.99743612;6297
1;3;5;ML;14;7.99743612;6031
1;3;5;ML;14;7.99743612;7219
1;3;5;ML;14;7.99743612;5828
1;3;5;ML;14;7.99743612;6031
1;3;5;ML;14;7.99743612;5532
1;3;5;ML;14;7.99743612;7031
1;3;5;ML;14;7.99743612;5422
1;3;5;ML;14;7.99743612;7109
1;3;5;ML;14;7.99743612;5375
1;3;5;ML;14;7.99743612;5813
1;3;5;ML;14;7.99743612;5343
1;3;5;ML;14;7.99743612;13438
1;3;6;ML;2;4.2009519;984
1;3;6;ML;2;4.2009519;1047
1;3;6;ML;2;4.2009519;1000
1;3;6;ML;2;4.2009519;1141
1;3;6;ML;2;4.2009519;875
1;3;6;ML;2;4.2009519;1000
1;3;6;ML;2;4.2009519;953
1;3;6;ML;2;4.2009519;1156
1;3;6;ML;2;4.2009519;844
1;3;6;ML;2;4.2009519;1016
1;3;6;ML;2;4.2009519;875
1;3;6;ML;2;4.2009519;890
1;3;6;ML;2;4.2009519;782
1;3;6;ML;2;4.2009519;1187
1;3;6;ML;2;4.2009519;1219
1;3;6;ML;2;4.2009519;1656
1;3;6;ML;2;4.2009519;922
1;3;6;ML;2;4.2009519;1203
1;3;6;ML;2;4.2009519;953
1;3;6;ML;2;4.2009519;953
1;3;6;ML;2;4.2009519;1000
1;3;6;ML;2;4.2009519;875
1;3;6;ML;2;4.2009519;1000
1;3;6;ML;2;4.2009519;985
1;3;7;ML;6;6.0035549;2531
1;3;7;ML;6;6.0035549;1906
1;3;7;ML;6;6.0035549;2297
1;3;7;ML;6;6.0035549;1906
1;3;7;ML;6;6.0035549;2000
1;3;7;ML;6;6.0035549;1860
1;3;7;ML;6;6.0035549;2000
1;3;7;ML;6;6.0035549;1937
1;3;7;ML;6;6.0035549;1984
1;3;7;ML;6;6.0035549;2188
1;3;7;ML;6;6.0035549;2031
1;3;7;ML;6;6.0035549;1938
1;3;7;ML;6;6.0035549;1859
1;3;7;ML;6;6.0035549;1922
1;3;7;ML;6;6.0035549;1906
1;3;7;ML;6;6.0035549;1969
1;3;7;ML;6;6.0035549;1750
1;3;7;ML;6;6.0035549;2000
1;3;7;ML;6;6.0035549;1828
1;3;7;ML;6;6.0035549;2000
1;3;7;ML;6;6.0035549;1938
1;3;7;ML;6;6.0035549;2312
1;3;7;ML;6;6.0035549;2000
1;3;7;ML;6;6.0035549;1750
1;3;8;ML;10;7.06967353;4031
1;3;8;ML;10;7.06967353;4531
1;3;8;ML;10;7.06967353;4125
1;3;8;ML;10;7.06967353;3610
1;3;8;ML;10;7.06967353;3953
1;3;8;ML;10;7.06967353;4922
1;3;8;ML;10;7.06967353;3750
1;3;8;ML;10;7.06967353;4578
1;3;8;ML;10;7.06967353;4047
1;3;8;ML;10;7.06967353;3625
1;3;8;ML;10;7.06967353;4171
1;3;8;ML;10;7.06967353;4375
1;3;8;ML;10;7.06967353;3969
1;3;8;ML;10;7.06967353;4219
1;3;8;ML;10;7.06967353;3953
1;3;8;ML;10;7.06967353;7719
